Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	Sample21	Sample22	Sample23	Sample24	Sample25	Sample26	Sample27	Sample28	Sample29	Sample30	Sample31	Sample32	Sample33	Sample34	Sample35	Sample36	Sample37	Sample38	Sample39	Sample40	Sample41	Sample42	Sample43	Sample44	Sample45	Sample46	Sample47	Sample48	Sample49	Sample50	Sample51	Sample52	Sample53	Sample54	Sample55	Sample56	Sample57	Sample58	Sample59	Sample60	Sample61	Sample62	Sample63	Sample64	Sample65	Sample66	Sample67	Sample68	Sample69	Sample70	Sample71	Sample72	Sample73	Sample74	Sample75	Sample76	Sample77	Sample78	Sample79	Sample80	Sample81	Sample82	Sample83	Sample84	Sample85	Sample86	Sample87	Sample88	Sample89	Sample90	Sample91	Sample92	Sample93	Sample94	Sample95	Sample96	Sample97	Sample98	Sample99	Sample100	Sample101	Sample102	Sample103	Sample104	Sample105	Sample106	Sample107	Sample108	Sample109	Sample110	Sample111	Sample112	Sample113	Sample114	Sample115	Sample116	Sample117	Sample118	Sample119	Sample120	Sample121	Sample122	Sample123	Sample124	Sample125	Sample126	Sample127	Sample128	Sample129	Sample130	Sample131	Sample132	Sample133	Sample134	Sample135	Sample136	Sample137	Sample138	Sample139	Sample140	Sample141	Sample142	Sample143	Sample144	Sample145	Sample146	Sample147	Sample148	Sample149	Sample150
hsa-mir-149	4.59725655810756	5.1837781350406	4.88037371539166	4.58763296836342	5.38359337011159	4.22516657153212	4.2502365081051	4.49169732669667	4.97598284786222	4.4406367658872	5.27653847043003	4.49143696260795	6.3911377240927	4.71297386327477	4.90339176338696	4.56364571724705	4.23632408948847	4.76617182927819	4.48513471253048	4.12712524923849	4.73150819489653	4.64174124827098	4.66260820231838	4.46038605829816	4.61406809869157	4.36713750067454	4.54645834307775	4.98931915300523	5.00609721993705	4.45915820374613	4.48979323098795	4.2460419889395	4.59688408706495	6.41154356328452	4.54177670646531	4.24388352116532	4.54332550963627	4.46479951775425	5.00694121793391	4.4248719851648	4.27345191969183	4.89558951567443	4.22532700396049	4.79893182557994	4.56892532685561	4.66620894825179	4.89808954579023	4.34771062975468	4.78092893060195	4.52506033407507	4.69757903558269	4.84458024789288	4.40166510275273	4.9049031997404	4.62673685541378	4.11515133270507	4.64671636843236	4.91656741420142	4.17510350917713	4.1274753934996	4.15864315181407	5.13180866491731	4.84267223998712	4.54102046863253	4.43569268111953	4.47863450705477	5.04040338279104	4.45034112677936	4.4340210705162	4.81386800134104	4.92408800552583	4.68395109240145	4.93091048936574	4.61646554749977	4.61936098851775	4.29899972714726	4.1415720709559	5.27587010080431	4.42655248749683	4.49965358008052	4.28471313012317	4.308724397247	4.80473601039604	4.22590130785499	4.58865393722028	4.67143618318222	4.18928110998168	4.57219709282342	4.35228424925088	4.46584863361657	4.22455602744581	4.68001923422287	4.35653132610269	5.02009097445936	4.8355672189924	5.05903175808188	4.6766107217795	4.69213386855189	3.73542141907991	4.03343951594403	4.65096405116407	4.67118979160961	5.11797375024831	5.0940642165938	5.00388894450002	4.57397808567675	4.43845271257386	4.46349864076095	4.91363323424185	4.92453408427745	4.98650761064176	4.47379380104665	4.38831558296375	4.46116976787721	4.23268525961697	4.99361039510521	5.41102769782032	4.56118011866699	4.53365136504604	4.32436925970863	5.07750605217567	4.90442658621391	4.74139022132991	4.66173258674427	4.56635900827161	4.62533673400719	5.11753362098971	4.5627056296469	4.21873472871887	4.52348362748735	5.24752117068325	4.68413845431387	4.82983287550513	4.55586056605496	5.51443940214338	5.0988272013939	4.88176620626876	4.6574756717585	5.64239416180484	5.21720893693696	4.94865831220738	4.5463203585991	4.77403986003824	4.86857323211743	4.73366565604528	4.70279894964721	5.71462033058629	4.61557225759953	5.06417512785631	4.80133290037478
hsa-mir-103a-2	7.73482245404875	7.79001409840332	7.80145123647319	7.80801578049599	8.10276671768704	7.69263004516729	7.51963032284277	8.68712735752791	8.10184761950106	7.8661877728409	7.96557849170886	7.87509661356305	9.13901406806672	7.75096955818237	7.98816426226232	8.42391513493586	7.92841978121945	7.76032235864155	7.7952498055727	7.92223288991144	7.79872246005314	7.73736564700633	7.84491034682501	7.74028799521632	7.64837229475735	7.66638929048158	7.92212965529341	8.01517430805097	7.99636558217259	7.63378669390193	7.78137817213907	7.63777662540458	7.99929485996023	9.01571567007439	7.8764265261946	8.01555105558589	7.83119635666065	7.60987221165271	8.07646639849762	7.60300806793703	7.57385729043074	8.00586531008708	7.63837306907084	7.68481935086619	7.64652519311563	7.84047796054539	7.80365297393963	7.54009062776865	7.56385586097084	8.45197942490335	8.28650930405443	8.97019899260478	7.71463309099661	9.03042658454307	8.83457747311656	7.94479461094102	7.56746826265435	8.20191583785423	7.95768157811829	7.75634538823306	7.73041039885031	7.88599370882153	8.19369506925135	7.76413252673621	7.83558704441813	7.74679296324437	7.94650336066284	7.87322857984508	7.77619968367897	9.16478664234083	8.17759271008004	7.68398116233735	7.74426562788595	8.0162332150231	7.76430310222199	8.08380146491313	7.77562254027229	8.22660864384324	8.14593937567129	7.62705026928719	7.38559610270851	7.42775666341293	8.0132821505348	7.88474061305682	7.84571526217075	7.91105037148484	7.49357988217415	7.77597948796846	7.66780752749887	7.73484720031992	7.84482313832764	7.98301591115337	7.65672305731894	8.17689146617643	7.96647229078318	8.07105695394539	8.05807454043907	7.75576395978378	9.33065485614722	7.58985673890598	7.65036931133099	7.98992860574168	8.08812532417544	8.0188378604212	8.29168037179156	7.56763598242017	7.76853411150915	7.65527009203845	8.01824596310591	8.68395549889117	7.88529848035076	7.54149397277814	7.47272906907292	7.65821735199775	7.87618502755467	8.01685425839519	8.27577562105891	7.75207440930356	7.57290718381358	7.41215161763792	8.31009453591939	7.79273374600815	7.67635128461483	7.83133957178648	7.8031676270821	7.77961336404369	7.72428957622279	7.61836286826992	7.91411183690185	8.08681900165338	7.64624604187965	7.80491103691718	7.87176340465657	7.66245597268346	8.49195725479875	8.06706257233648	8.79829542725219	7.69161595832384	7.946033607169	7.86538203611303	8.22389278268228	7.71742218533487	7.52507253088276	7.65463344496865	8.071695897814	7.74481625476191	7.96887954426986	7.86849537614248	7.91019924958662	7.69157919974548
hsa-mir-499a	5.00161285412518	5.43265369760978	5.39522634050274	4.75218847597996	5.99898780959721	5.23696035864677	5.17932502881988	5.37379524098185	4.86663206651078	5.07289792696234	5.33913651124567	5.33471013698476	5.7649778614848	5.12459205896518	5.41358847505334	5.58412915751528	5.63307058372188	4.83853908085103	5.24801094632586	4.92138214551752	5.40713783519875	4.88472498449916	5.45804207653501	4.86631293701455	5.22437345660172	5.21037938854423	5.08164468209689	5.32033943590367	4.81217673400927	5.21346004136341	5.41720105491065	5.42710169854514	5.27462545616735	5.61747240708234	5.20539908842465	4.99949596386595	5.61359965857701	5.51725960566463	5.35717342561173	5.39028908651244	5.38676308632489	5.82841352707387	5.0342337657242	5.62916074483204	4.69859351371452	5.31083617036087	4.80550701113907	5.11869230016213	5.42512784044047	5.33912768901991	5.57567182712784	5.48524865146072	4.96214330629663	4.78526000449034	5.63744207923927	5.00826906694611	5.02906720812307	5.37258396401889	5.87113468396248	5.49320798685286	5.82037707149915	5.21330636775367	5.97521539167256	4.9571615990773	5.80648871710471	5.51561304093941	5.04336315566502	5.88318587929118	4.99124032602917	5.70892020538732	5.99136861199522	5.29853713963216	5.34568034312406	4.74384159463569	5.26230609179619	6.03508847088796	4.4181894946199	5.46693662648802	4.98822283441682	5.36806962380056	5.19799541422364	5.33822782143257	5.41810644976777	4.97568790154868	5.09788041457986	5.44455836093213	5.14254279346788	5.19596457596957	5.46580168464264	5.25250945410606	5.08498306982171	5.24337116182274	5.58641095551971	5.4455467215727	5.09968875259901	4.81150609674346	5.05871754163681	5.35664917617583	5.15111279873715	5.40054169055789	4.96292329788153	5.4241746641261	5.43362953026602	5.69203703909846	5.4201538038939	5.45653958756936	5.33133819571679	5.58433942249722	5.38501611488311	5.80372803081896	4.90770969352823	5.22942837819495	5.11117933943083	5.35198463623294	5.25137173214888	5.23752221307456	5.9042273965382	5.60468193979175	5.7010953238808	5.29976434977378	6.0577798372309	5.69770002821992	5.29233470172868	5.60184103004665	4.66715990725302	5.17779297137877	4.88578385733468	4.67384634887563	5.26405231567348	5.37311741694207	4.91857592899213	5.26492618213422	5.12474826419963	5.30179185785402	5.11754669901129	5.63294711537667	5.20954595161395	5.0156948628252	4.69228548934515	5.28768430203336	5.47929283127079	5.31897838197792	5.65460671846254	5.06982431491928	5.26795064634093	5.01755249112899	5.39219943732364	5.30847736342586	4.85745731490772	5.1178317307972
hsa-mir-1-1	1.53950807932272	2.50624245486418	3.2268867680443	1.58486951786569	3.99515264617845	3.60241465981106	2.70284640392227	3.28901724686164	2.04841564634571	2.59742463590442	2.97840071127068	2.64896997036756	4.8159896641758	3.09042991505462	3.84264939257358	2.45406194538834	3.56600496885124	3.27066826754946	2.44331455677959	3.34406920855165	3.03427586187001	3.13717403785233	2.76549555672931	2.27003869186646	2.88559774983157	2.8940040904667	2.52297949113987	3.28600996576339	1.84086375250368	2.89776229061686	3.17058424583523	3.66670880100598	3.41377326454138	5.16066341823634	3.00210625833438	2.40376643532005	2.99242760549007	2.92541501102218	2.99647843904968	3.08644487896077	2.05072622803066	3.92943277581785	1.91381955588342	3.92268774210464	2.12316649356707	3.07139869791822	2.94750139252809	2.90914437006182	3.74874308647887	3.5393881896642	2.5426411977614	4.45221696647413	2.88084291327748	2.94641725784305	3.56871621552778	2.16266675063146	2.10098048077416	2.98333441839593	3.32524362486714	2.73546610207759	2.31833927895228	2.95252611544311	4.37909512955222	3.14941862793476	3.58376160593166	3.11991503856983	2.0039952565516	3.6473703811767	2.18992825715294	5.40071601777723	3.6491988480625	3.46669736675652	1.49609616111939	2.01918475264931	2.58809361343377	3.24119877173308	1.31862402109091	2.44851729658568	2.31635071350431	3.30246426057077	3.75094012089502	3.0454961106765	4.58983788951889	3.36944846113083	2.65188368368798	2.97977170999296	3.66144008883682	3.10670791013337	3.07616442534042	2.43247345345061	3.93527442397495	3.37668153567364	3.62597519263527	1.97896352717796	2.9924246394952	4.49325010454694	4.14381421369178	2.94862551596403	2.50665455447451	2.47874075770305	2.89560646740496	3.57154402460291	4.03211511710061	3.35300777795416	2.8238196548898	2.75102904841507	3.28472360025823	3.10721631420832	3.52394809411398	3.66067835554611	2.90988033289548	3.40443962301946	3.16326847978971	3.40722917564576	2.76562282103765	2.88921822567127	3.56664715078294	3.57077105838678	4.07778189210318	3.39393245905538	4.45135075340066	4.14566459015664	4.15602205538281	4.22695743108711	2.63549945285217	4.07837011807752	2.63205273557478	3.04331007714023	2.66752332992342	2.92025204927016	2.52614415768973	2.66558784902786	3.47330397978886	3.19318826624355	2.14209271120627	3.08206061705396	3.06766005460962	3.28280541132824	1.75745912432533	2.87050520784572	3.73439126602307	3.29182309630599	3.62689359564549	3.1385745382646	3.00194600723176	2.98609379294392	3.73999608619473	2.70439402125234	2.36493466317157	3.42542419645752
hsa-mir-133a-2	3.68987390932636	4.01764016429139	3.82914011851828	4.06751837383398	4.30697152712249	3.92105393656357	3.3015393765442	4.1224549972116	3.9422012928951	3.88794440822175	4.30567251641463	4.1706900922269	4.71979315247347	3.8575990009421	3.87158489911921	4.26066178230797	3.37194818234595	3.6602144338476	3.85235393129823	4.00870795726733	3.58075050395381	3.3014752901746	4.18578801830853	3.86588064998266	3.53726129189116	3.75956123587209	3.76097482350923	4.31567470175822	4.37516977885977	3.57151775733672	3.74410124967495	3.98423152803237	3.73733880184322	4.23471634729733	3.19468954393072	3.99693918158631	3.69217985810642	3.70645657469395	4.30729777974761	3.32232978496337	3.8418566352731	3.85964033554456	3.83180746209344	3.72246081128223	3.56846630566386	4.05269692153107	4.2398965564859	3.58431706498849	3.89480947184339	4.13456274386174	4.65857457869027	4.72173350115451	4.03188881450794	4.57603112389435	4.34024638943325	3.68272351269845	3.32192874812314	4.37112288877656	3.5102013875299	3.47504672270005	3.6698172619132	4.10317084424978	4.15362302528926	3.97155175165081	3.84630523835181	3.71543644062332	4.27549931708257	3.93834461741676	4.26674556460488	4.18241570405239	4.32053720712118	3.35126606038553	4.30686141405832	4.22824971869604	3.81560126127266	4.12773055935477	3.92067907019644	4.20380670732521	3.80085355836812	4.01074474764548	3.68724662088416	3.49225125890127	3.44953102960737	3.37773200148674	3.6075267342941	4.23896570717319	3.34514896884827	3.36803315346639	3.74506807429511	3.99977076741581	3.68927287406515	3.85955420021382	3.45704613378733	4.28516588781814	3.36290688031831	3.68518355766069	3.50697849547429	4.08870275528386	3.38737421262185	3.50396333779654	4.0937519336017	3.65529511870074	4.05955999710015	4.01838859473938	3.92970421019241	3.73724723275442	3.78886215475193	3.80969999500198	4.23906144336496	4.3918676818796	4.05039763298652	3.86501273608092	3.3094776340952	3.70543120745984	3.95851452194295	4.23919418557735	4.60605489520706	3.40473824208907	4.02780458623574	3.70207220817764	4.32249751370281	4.05665386440996	3.76971587717459	3.86274120875577	3.56769452541453	3.819719095748	4.26959526832183	3.5123231800269	3.53448141392432	3.98235789813266	4.57505464709399	3.89038317824904	4.18416095243959	4.10666374173478	4.60309776713476	4.28047058929008	4.55645483293126	3.64949611625192	3.7504881421976	3.86947251176769	4.0744901496715	3.86736246761499	3.82792449063338	3.72939304153428	4.28909785902457	3.90704018649099	3.70346954938193	3.69563976383454	4.38420266362973	3.55270801843301
hsa-mir-124-3	11.1844039248827	11.1043237157486	11.2215062124982	11.5525420538769	11.6378958502771	10.9007171350948	10.7230172421129	11.492682778344	11.2879962816036	11.288719700523	11.5538068112174	11.3188420322567	11.4535101736298	10.9855648313114	11.4801177740451	11.8301520905098	11.2726733893772	10.89527376122	11.3378107554461	11.1717448984551	11.3147685444389	11.0523019761665	11.3169866040756	11.0126127267257	11.0969825665747	10.9760241441929	11.2305413463296	11.3844672775526	11.4786182110211	10.8322812902033	11.0557438148143	10.984773731767	11.0085412231698	11.1921607439674	11.0273369117566	11.1904358997678	11.1852707018013	11.0972915240254	11.4140350760714	11.0055218586745	11.3157023176183	11.3981763630056	11.0477417758726	11.0662865928022	10.6400455397717	11.3374738635195	11.3425259355312	11.0532898162771	10.821903680528	11.3145744863197	11.6077381269872	11.83109503903	10.9803166446189	11.833886675649	11.3454357035901	11.2670310901347	11.2158188292453	11.7087679741557	11.250030280313	10.9895404751039	11.3848647792885	11.491992869327	11.6010504041404	11.1168426576438	11.3028480304564	11.1021261727617	11.5784938963452	10.9790988255802	11.2280715102022	11.4914234525584	11.8545068572851	11.05425546087	11.4059543404248	11.584994544339	11.0487188887402	11.4204798517566	11.231911544895	11.5929420530279	11.2098782349586	10.9021152038086	10.7551359429964	10.8268486334338	11.2759018273813	11.1303579863745	11.1366633794094	11.5434776019481	10.7545163761375	11.2333445241812	11.0719360761457	11.4758302349045	10.912793184548	11.516893381249	10.9082028667908	11.7356150877942	10.9996394082423	11.1797493464794	11.2580911788957	11.0536945565335	10.6212091722825	10.8753714995444	10.9920079878064	11.3201913586556	11.4270834064829	11.3929137134872	11.1494701030318	11.0427859694375	11.1120509909268	10.9563293447692	11.1730038065426	11.9698428375691	11.0009283345927	10.890053555892	10.9794738343223	11.2048715792305	11.0771957947764	11.2852321366517	11.7697027356781	11.0949003811639	10.9851582266577	10.8891216729572	11.6867203965692	11.2739357633678	11.1593361259775	11.3019761314304	10.8460402958132	10.8942654949138	11.2640136960257	10.7769288175693	11.3139908024631	11.1830853009995	11.2291624311359	11.3314936437771	11.2059930853497	10.9665391148147	12.0045295698156	11.4362162849763	11.6342354864855	11.092555143626	11.3494674975885	11.2449732030402	11.5310759495174	11.2593718974146	11.5910370498232	10.8331778076298	11.5566416407335	10.9923032910744	11.1915963871923	11.1054073062205	11.3692169386397	11.2087820291918
hsa-mir-99a	15.8730053117425	16.2555403539659	16.1230724045928	16.1800983058452	16.1018495676807	15.5780849147613	15.882225969514	16.1963681361413	15.9964085067518	15.9963298855901	16.2406505251364	15.9048519628846	16.2745023431864	15.9085247628255	16.299606749385	16.5865303434564	16.1022357470525	15.9322048298559	16.0542777794402	15.9557832033724	16.1391906040297	16.0222804037764	16.1242631643147	15.9852489866632	15.9122358076453	15.8644517567599	16.0576773435258	16.3724824384973	16.2668400252205	15.7514675908789	15.974981894396	15.6934875576945	15.9413071037008	16.3452708809595	15.9400060471692	15.8022772358697	15.9124676260836	15.8359083564697	16.3266311874543	15.943577686791	15.9917043477773	16.0578465630298	15.9697885315955	15.9111948644028	15.7223190165229	16.2017409857526	16.3634407711089	15.823387038994	15.9334805579364	16.153506312819	16.3185087387899	16.613932991471	15.7708621800804	16.3814419765758	16.0581874206965	15.9924662510512	15.8814233095744	16.56127652176	16.0152162991493	15.588187240396	16.0465866621242	16.1816815288069	16.3479195750574	15.9794110397287	16.0345365581067	15.8879069585679	16.4229180417666	16.0167720680789	16.0176105979455	16.5105594862078	16.6720695086856	16.1198842322459	16.1397736777336	16.3093042558077	15.942042001508	16.1407718998309	15.9608707010645	16.634594380564	16.2775075087893	15.8305563314197	15.7491886496227	15.7208034463286	16.1660744511915	15.9454720789053	15.9242254444201	16.0957850824134	15.8332551937445	16.1122578243456	16.0581467796295	16.1048630491258	15.6256791467256	15.9318686840816	15.7688331952245	16.0571309047806	15.757110005368	16.2281400533937	15.8984667177426	16.055443557851	15.7089402252548	15.9187674491054	16.1526244307783	16.2868896141235	16.3240071844648	16.2357597797395	16.1621796487676	15.9331611139532	15.9249002354199	15.6701031826749	15.963204554465	16.7391048718706	16.1831720597741	15.73400043733	15.9763255127578	16.1684479107803	15.9712648595511	16.1518877491919	16.4601060834121	15.8329282142529	15.8062932594591	15.6713531671183	16.4755050693076	15.9662668287398	15.8950835338555	15.9293835707654	15.9830028807272	15.9266071952186	16.1732542574599	15.6139845984834	16.0678920351862	16.0167282299955	16.4010452655931	16.047111672516	16.125805204565	15.7662844438509	16.6159778434736	16.1407524358579	16.1910980654253	15.9836430529483	16.2718526422305	16.1072381440338	16.1726039022235	16.1273439567647	16.3169984245355	15.8255185018692	16.1568879072943	15.9631412752517	15.9197548063178	16.1014184109026	16.1552678358068	16.1330317598858
hsa-let-7c	8.94340189888651	10.707271119874	9.90161402937593	9.15000569202943	10.8443069016448	9.57685190761315	9.62723317894732	9.84614195797228	9.56466731617007	9.10307875318946	10.2797233883787	9.75740255890408	11.5731656698224	9.88189967955296	10.4054928514058	9.31746865130951	9.91384722688035	10.0268029955326	9.21532355054612	9.75221612047411	9.83564790273028	10.1970442387386	9.66941025415747	8.85925062349062	9.21505034506371	9.97188463092009	9.41277260327019	10.1689547845663	8.96328021863245	9.48326889603628	9.68612156597789	9.5449852691265	9.43284889737568	11.8132023158198	9.44710105853672	9.11547286475897	9.61884705538155	9.23260535712117	10.0094500350015	9.46382992418727	8.9662550270463	10.1043411419353	9.45536993083678	9.85745883037495	9.30006696531814	9.8672605218661	10.2968148822503	9.29086220697782	10.0697133093976	9.91012319700913	9.36577594897348	10.6640249354646	9.4055292801852	9.77445516352487	9.71690105896607	9.57844019421125	8.18624441466579	9.79561932098341	9.73654946178484	9.36512024689692	9.11304669836687	9.71063636155683	10.4600998178783	9.52923280146925	9.98493098808694	9.66904330484365	9.4843825159123	9.54471400528534	9.13471006579204	10.5332982168455	10.397722551909	10.0722722457791	9.67533228873629	8.56380407702635	9.79216117810382	9.35802929798864	8.92223235579578	10.3139244447856	9.41451977679652	9.6713838078484	9.64759061362937	9.50735829009601	9.99645152838934	9.79500865047069	8.93367042167585	9.04732358153571	9.89557152997985	10.1848696067001	9.87624467443147	9.31207139588295	9.74332057106821	10.0112381713665	9.71721238596376	8.39211475627634	10.127910569179	10.2734737015616	9.9343181190769	9.7210126058541	9.54616607344686	9.28558034042817	9.73325564841811	10.2767930098056	10.2953500941446	10.3577480703453	9.86569164136328	9.75533638076122	9.67990514549821	9.15548555521056	10.1920091176412	10.0342632293766	9.85202869892318	9.24852127682166	9.77122638581948	10.40580140692	9.83201935308243	9.91861026791737	10.768181560739	9.66284980412347	9.80177217909284	9.56649942759535	10.1887933269264	9.87134052768731	9.98834995504844	9.93805372001336	9.68131612899866	10.0179766731782	10.2202996696467	9.65199287217744	9.10414748448669	9.64798003475291	10.273463716301	9.90035569363612	10.0243221563702	9.4337141480359	9.99985538449923	10.2678878145396	9.79421636213156	9.95401338336417	9.30614688882308	10.0724353271798	10.3362826828696	9.74034434631233	10.37193431465	9.79989959137572	9.71988976550637	9.89007048139816	10.6254388440726	9.74536624471744	9.69343717144975	9.9979045657126
hsa-mir-125b-2	11.9275698601791	12.4214211355848	12.3484680134099	12.2418240630879	12.1427737888173	11.4839846807171	11.7183084334406	12.1922374059134	12.2155446821858	12.0874747693153	12.3451442859274	12.0013933584877	12.5102974062476	11.8298552977064	12.2371055770952	12.5723096256724	11.8904026929609	12.0794665957822	12.1109477367195	12.0433007848032	12.1354109279858	12.2017196953926	12.2633409823744	12.0290913262152	11.8658944811432	11.8064566399337	12.1560715214016	12.4321522355104	12.4000567293674	11.6115705507237	11.9315922211154	11.5203372036362	11.8310252301367	12.7658652342801	11.8124083899901	11.7976180328746	11.8441742296287	11.7493239277123	12.312398909966	11.6876790370579	11.9417684848379	11.9653662547491	12.0178897884865	11.8386187108283	11.6997563256277	12.287765679302	12.5615198980489	11.7441277682694	11.787414309684	12.1241243354075	12.3838923500446	12.7324089966669	11.844756946205	12.7271618120593	12.0771204840716	12.2582439775699	11.9719870079807	12.5205844848234	11.9175279738184	11.4782375638638	11.9337684692693	12.265350807816	12.2695186544666	12.0207796077308	11.8719866499949	11.6780154847838	12.3185399308694	11.744250115045	11.9168965685323	12.6160744179592	12.8188433191281	12.046253510962	12.1167643273518	12.3357876244298	12.068425959305	11.997669198903	12.1774884416901	12.5713012758775	12.28976530606	11.7558556213525	11.4803542988825	11.6095444573642	12.1246509936418	11.8603148346671	11.9041431309627	12.0171069400375	11.7099599780224	12.0800329604836	11.9401278852929	11.9212145834473	11.4806957177171	11.8686035755897	11.5612152900236	12.1247207540519	11.7876547094388	12.517508228135	11.9703490469903	12.0941199810074	11.4607501734698	11.6749303447108	12.132566171795	12.282461995634	12.3231124936376	12.2614649144054	12.2258127945873	11.9509278653379	11.9330321534401	11.65146273766	11.9645605690265	12.8136151809328	12.2870609587077	11.6719882221772	11.8133981507996	12.0294369243571	11.8820938040787	12.1210424493929	12.6737327652211	11.7479542964137	11.6778483784014	11.6604697887097	12.4841938172218	12.023468154906	11.8881607648957	11.9033904482825	11.9890775159632	11.8937118000796	12.3056555928651	11.5457490494675	11.9656278275563	12.054115880312	12.4588430598995	12.1239591535961	12.0716643047629	11.6681313504562	12.9278962540392	12.2254734573345	12.3104641805937	11.869073178559	12.4382186705771	12.0076934821174	12.0773076480493	11.9328047175894	12.2723447329746	11.8663219722357	12.260470004731	12.063477958735	12.0083282235572	12.0911142057599	12.3411905439726	12.1405746776492
hsa-mir-155	3.5548790231027	4.14899018034776	4.52518563303939	3.6681290879456	4.52820117529971	3.98031769654077	3.91671302296436	3.87706664841347	3.15267846657835	3.36383766295744	3.61136022448614	3.82381221088823	3.72616423248918	3.97172199863007	3.83567009775533	3.80731669731977	3.63830638018274	4.18060665648239	2.65181729625965	4.16922868627823	3.74877707439013	4.37040354206649	4.08231921788974	3.4131886094795	3.0983444974382	4.05698926639994	3.79124065566994	4.38608730852042	3.50912404108911	3.91109478937105	4.06413387509236	3.51850669073355	3.92661201557544	4.74946695603363	4.06732151601758	3.06437796608443	3.79860685025119	3.20666703169236	3.44948769407925	3.70505599442283	3.20644498238391	3.56608429582691	4.1481724323407	3.86964372130022	3.90610731399241	4.01232490055933	4.55573596036942	3.12520268584195	4.12567517072081	3.84914543629552	3.43485705292644	4.56068266440251	4.17766416153311	3.1002044382675	3.88769998754557	2.87836349882271	3.41828871150128	3.91780629860398	3.94815133596074	3.29349387812196	3.1390015727983	3.71441937664269	4.10075202094965	3.20012125713836	3.56302159140401	3.87760275799085	3.07303639290222	3.70755218767748	3.47144386475896	4.40825491579544	4.12018518332014	3.771556236072	3.31828070167647	3.44871034224945	3.86147480527293	4.15914268819344	3.46583791141066	4.82772098684828	3.73711900850578	4.1065442804208	3.78944665599855	3.86837498500644	4.01339555750797	4.23660022890448	3.06131711478184	2.61148012055152	3.90405033611867	3.38342061832838	3.9709681417959	3.76973116733365	3.76290530896326	3.54699231615394	4.00763345529287	2.70106887614569	4.11841638475145	4.37260306804144	3.83091371476225	4.00331251937294	3.37801213830442	3.78091792899761	3.98071130435167	4.14290534383115	4.05896452948517	4.18880220164723	4.298619765394	3.46265557106861	3.44512681505744	3.66389340635381	3.63409340325618	4.13051641451506	4.25075808363208	3.405325203689	4.59639240088767	4.5179490705239	4.54253354394069	4.09319566613005	4.03424027324607	3.92963633711988	4.1028931203314	3.94308948555763	4.20879700517476	4.24070690860607	3.70861107868062	3.90289308589716	4.04014949676216	4.23373098500927	3.68600379512074	3.88864618394311	3.87030819749262	3.48054485297132	3.89184556720007	3.38380648665215	4.10009179192012	3.54153498674704	3.17363680895254	3.72932734673205	3.32038883831053	3.75259905506328	2.6205527914993	4.02964923245491	3.92333174143759	3.72250593563485	3.93818066923385	4.21944741585411	3.62808039983731	4.3921392352561	4.0748162926482	4.46643750282619	3.39498537060636	3.85493993396754
hsa-mir-185	10.0594278461046	9.88338390143127	9.65577580886262	10.1905683512603	10.2604932607265	9.81527622784514	9.44047870023149	11.1148062661467	10.9755163478577	10.1282130024049	10.5594453925571	10.0330587929526	11.4400425597701	9.8991230948795	10.7478079974323	11.2768820017979	10.1233676681393	9.55346207514483	10.2822377631561	9.83228389861961	9.65423827162354	9.34189272016854	9.98648957080342	9.78986884595192	10.1027555192955	9.76665528679302	9.80115946866864	10.1008524818758	10.1990908322876	9.5493366842646	9.5671283213828	9.63735774339847	9.74948050555117	10.9809654971821	9.67224411471837	10.7527183353719	10.0236282008647	10.0415406012912	10.5154581141482	9.81870948443625	10.2239778362116	10.4153341898927	9.61989784043477	10.0189548262824	9.51792114110806	9.79495670071202	9.46622794191549	10.3406459081242	10.0093239423895	11.0523975871419	10.496680263864	11.2862597564145	9.82627913844958	11.9502778325884	10.8303916602731	10.2338188107854	10.0526405690371	10.5178105846831	9.68418963479307	9.95439846106867	9.64603595166616	10.1218939503146	10.2385844488123	10.6680242538469	10.0607256509485	9.97578049836106	10.6813016452104	9.58926054198614	9.91889323726217	11.3025118862842	10.4143009217358	9.46171042235125	9.76684844365608	10.3451510275708	9.74030870470695	10.117061544142	10.096190492283	10.1384732453635	10.4614762656044	9.51625530929214	9.31369874565929	9.55181479617992	10.5438665111168	9.92035899337795	10.2767931565915	10.7099982534825	9.69018349453432	10.1520896156992	9.64948227269113	10.1655336997946	10.1745016833186	10.3493729850128	9.59943197120525	11.1438453291844	9.63492520864748	10.1809662415883	9.80368835466652	9.71615869850675	12.2875785418224	9.44146672091539	9.79916335479982	10.1787887191321	10.5303102828901	10.2554008105135	10.68399213095	9.49686810732285	9.99782787769191	9.89473203411567	10.2409178332657	11.1788788898204	9.7174251890962	10.1103828724463	9.513974563352	9.58410845469948	9.81264491953435	10.0836377312759	10.7650141774976	9.68105140596321	9.81303084786952	9.39956297492794	10.5668047149334	9.73496596148885	10.2732194621135	9.87042552222766	9.74923651351272	10.1095814083731	10.2911336808627	9.67608480713353	9.8971956373583	10.2565437301458	10.248431810614	10.1134054949674	10.1575586406888	9.91166246236988	11.610848042707	10.3900264339191	11.6039267490429	9.87444970811374	10.7568627880551	10.4023974612343	10.4265588052898	10.0286192155318	10.2822861503208	9.58475798275818	10.6063631426273	9.6148405387847	10.0805792821613	9.68560334051673	10.1264874230733	10.0247313002105
