"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20"
"CRC.2392181",-5115820.33054569,9238.23011625671,1757.45582058162,-3916.21406521877,-1954.25378609655,2576.69136321758,2853.63133430077,-460.623910675653,136.764612360182,1704.75398477377,402.645636715313,-420.455454659184,130.797381118671,-178.975121568147,369.999429780156,936.182223480518,16.9969390693548,99.556223069646,755.723954721196,-473.113587973212
"CRC.2392315",-5055142.53771288,-14059.7789362503,-4855.11311308501,-6204.53725697232,1913.37816058098,5422.29706929447,-5055.07922049547,2387.83519177833,-1083.05091700198,447.849502070996,-3519.79629667173,1874.68796276046,-1441.73169096525,986.068836080611,-1796.72736407587,-84.0851706750395,-654.104021549488,98.3249680757359,-609.694518864956,110.678187708917
"CRC.2393807",-5037806.71881957,-32624.7125613548,-13659.1415465325,-54.1673670672135,-406.508531609921,-1295.09518327509,-2408.71338058146,5556.42006262107,-5764.88248065917,1166.54757208707,-1134.67453399917,-1384.48386417418,709.822238584537,622.946122315016,-2291.5215636281,1773.04746431958,-580.937920421794,-122.193775257901,1201.15754662774,-444.962677199373
"CRC.2393856",-5170160.39170877,23442.9697217895,12203.9402273646,11559.0307277892,-6914.37426741109,4428.48473201703,4148.99376658127,2306.36636262868,-666.890378912918,1417.54160079178,1008.76461652301,-12.6950519837013,-1078.07908855098,-516.678806183344,928.347658884164,545.783068528862,160.934114925011,467.439995341979,-353.446442213165,110.423675445716
"CRC.2396217",-5095109.21122462,11589.4886083976,-929.947378836341,1194.88531661813,-3427.54373839021,5148.74806342427,-2644.27653934176,1350.30765362787,-388.603905353274,1546.72506769961,-984.634539210859,-2321.978324391,3223.66037788297,-237.41118450487,296.251476157786,649.334817960981,-79.7560901191379,-82.724703573238,658.672632740643,394.759739556475
"CRC.2396425",-5062513.24097817,-12686.9218683876,-7113.82214264984,-10183.5118899296,3308.87164666717,290.734119984734,-2301.51990940449,1515.90349072619,1269.2379818719,-94.8514416781712,-495.602551097059,418.435940139414,1395.30151184067,-1344.89615395822,-1.08039438640461,-639.064491858127,216.203828389445,-760.663387143804,641.444871357419,-360.334648173824
"CRC.2396837",-5072684.91790637,6128.60039452421,-8521.09487041664,-11778.9813100667,2754.75456765678,819.479425880056,-815.350220789637,797.188870267375,1594.6060066947,671.536974434585,-799.035096204795,264.389099444353,962.90306997756,183.577220733215,-54.8758695345346,-245.270852602661,286.437251865847,-1095.56719545143,615.190175908705,-491.706417815283
"CRC.2397180",-5060051.03354396,43581.1080688519,2068.44053799558,9666.71098946006,-5345.30280354488,3691.66746345772,64.0181863203292,1163.92380212515,-455.297413891886,-164.259613627755,283.155174809079,-493.434441803824,1082.57094059217,-2040.85719293131,-1548.27280890395,-1478.41616281323,-78.5159060711135,357.00915344713,-704.197907596259,743.09547622858
"CRC.2397621",-5107135.57609441,10914.256754336,4346.5488798804,-5560.3043536937,1263.53839004753,4796.29868833578,-435.713151055744,1325.71394929431,-1349.63510411465,1516.56080126684,-2162.84296313401,860.434952895799,-89.0680951133391,-812.005783085931,-679.858862599852,-238.038639945801,-202.412683959197,-93.3183285570593,176.936633708649,-246.265393907364
"CRC.2398897",-4889539.79830946,-56432.0384753556,26531.6810822995,33041.4410377736,-19109.8975105571,-559.388532694067,7288.03479732999,-457.842702815662,-3863.31244040425,3259.3388365022,-2098.559343397,-201.656450294227,-2822.05025301345,-1196.05179810489,-554.504366199798,1604.92940537487,527.53393442097,-163.94688938166,110.674942752247,-93.0797122859233
"CRC.2405108",-4875831.4809012,-360.161727769576,-11221.6771715912,37310.4690187438,28219.0843833194,290.752105853504,8517.06036063004,-7051.88339293798,6345.44104666318,-7342.40055591291,-66.4326196067958,-169.917591882355,-1687.30169633656,-2520.66812745321,2330.19418661293,-416.519487688777,-512.977584106476,949.56744502378,1014.53384592832,481.019195137885
"CRC.2405110",-4971165.58264243,-29205.5368951703,-16811.1135918913,-14629.2209424474,6118.22067920742,-1635.37591573424,-6328.08820916937,316.776208826528,2663.04750658504,-2189.87305309206,-17.7305973433398,1164.69979084659,619.260287040148,368.372438482556,-381.808139011676,215.352940190163,129.485214695498,-156.348332651927,225.326761945621,29.1531769272421
"CRC.2406345",-5024640.56057859,-16373.0886515022,-8194.94580227333,-13341.0999904895,3666.20209851762,1233.68560458215,-3786.73067797595,-3859.46394239347,1516.72830499029,-1118.59042718312,257.713640515525,158.590966041368,1009.25711718178,453.926413886581,-773.836733416086,369.87886132323,309.237641065228,-525.257403529722,552.644648768423,-645.177880790445
"CRC.2406395",-5037716.32806007,49455.6940330345,2299.61435858717,-5098.32612234342,-0.0755561642890825,1451.88118995142,3258.69137529311,-1280.69500740607,1500.09767637939,837.0221835004,1826.37574727901,37.1787278850682,1493.26195393205,-55.6028985060536,636.040734185148,-943.26129618862,244.320385632119,-859.767475181885,158.886282868296,-593.528258224476
"CRC.2406552",-5077232.91820002,6985.12296887985,-8782.12322803229,-12404.9763491351,2599.07097454931,-194.115594319022,-1491.99835066358,-564.240459823264,3016.45896829099,-123.295872606094,-614.079289392607,700.976476393046,1427.63753864232,-297.291733580221,-452.762739663506,-6.73271184729255,-59.3510869288092,-582.569786538898,497.267526530812,-692.438154174767
"CRC.2406569",-5099038.65320301,29009.3317526956,1076.04355904164,-5246.4079082684,-992.168080425413,1188.00158438601,1922.27714069954,-2556.82224017176,537.833093423221,-166.584267486302,769.085450722278,788.169816843346,-206.809133136676,-858.930781492537,57.6167102060205,-724.710010102266,99.9708068143514,-70.0244624258056,-186.612888195913,-381.364877003564
"CRC.2406676",-5021011.96448248,-52097.1188045006,-13794.9819973396,-7099.21287278837,-2424.31800786436,1329.67528255762,-711.440832289634,12.825625150204,2468.66017786365,1448.80317860186,-1918.04068229792,31.4338521303391,494.27708739042,899.046990450116,686.460125398591,1091.86933458069,-329.563453230884,-489.02531151741,298.327217428861,-244.746143481777
"CRC.2407821",-5072044.80367919,35435.8176285849,-8021.33466885537,-14065.5140344275,4994.76926865897,-1283.24569301415,-8.25106799510434,-2662.79738514887,4032.83182926836,-1717.44614521233,2027.06045301561,1232.71489446245,1273.86522729651,34.4214978578126,-163.065600091669,-630.077142718192,-102.855527584476,-22.9942059746825,-48.143044254577,-191.625950905062
"CRC.2408137",-5100220.87392063,33319.6747741079,10161.4360011993,3831.62438388648,-4606.84755467087,777.183010690605,2749.4682885392,-3171.96941543738,3334.69316528255,755.304383495381,770.057425041799,796.39286011027,1158.57742398405,-481.802123712515,-2080.82379244364,-411.564058018313,196.048983305629,-744.400655002761,-71.0679259884938,-249.127498630965
"CRC.2408162",-5085116.6069243,-1827.65924788415,-3047.70827406369,-3908.99747056429,-1297.77342273385,2343.20515350283,-668.429349712574,-806.788133621458,4126.47300543614,499.04162393599,685.684389993874,-730.934118878909,538.724342287265,1671.27631866928,-3.08954443514426,1446.43199572525,-173.517832261768,-236.407702216436,553.752064836299,-312.78113897726
"CRC.2408206",-5093594.43655085,36612.3856439394,8526.51241046188,-1037.92849755008,-2768.86557013201,3185.87520459167,4203.49635636993,-1230.23907516904,-234.352389628167,2351.71972151676,-466.538639149687,593.647158937522,-899.130978746303,1502.7323274453,-932.2569959916,15.3236337863182,-718.264065367455,-50.2949748954462,-847.442509840312,-136.030195533369
"CRC.2408346",-5096713.01238901,-3152.34404962103,8223.13665502706,584.472549265747,-5160.91605345487,1655.3616670203,3427.90558732383,-2868.60219285739,1261.93220480633,2542.5718752431,-633.156427891521,-910.411669067984,388.851972028452,-793.647269226207,-285.574941101468,1270.96410496148,63.0527365921845,328.855078177794,1130.87373935426,-142.312844831396
"CRC.2408549",-5062119.62492209,28133.883001342,-11302.1261515221,-14628.1294970955,4901.78709973158,-2333.35270411066,-918.562944421096,286.369073241504,4422.93562240315,-971.145107247655,626.172996029017,907.909258967026,10.4568411717347,2457.25727639078,154.178868248685,-113.927705618733,-385.348274769223,-101.790748600073,-607.926548529529,-133.53968306762
"CRC.2408784",-5068392.77284061,37252.4330154484,-7978.7463014644,-14825.0316744388,4822.85504192292,-463.068485026067,120.891038230175,-2579.31691217575,2603.67172662346,-1154.9547289903,1507.73304911034,1786.0331858077,324.745720332848,351.695179321823,-116.339425379618,-460.229539345062,-48.980058513014,258.25184129865,-310.900391968224,-528.336692086758
"CRC.2409038",-5067156.4882697,-8173.65008281053,-18538.0641734421,-18264.0032704773,4120.51317827777,-8429.88985664397,2298.80579944213,-876.752644475833,977.815018929,-665.907077392522,245.679625524092,1295.12774722173,-718.797198791108,-245.448052172889,1613.56105926477,291.738916450218,503.79619236851,51.4721018603417,706.968284647146,-739.5741123726
"CRC.2409228",-5076914.39548574,42573.9766820081,5624.71651134052,-790.161038451476,-434.825959293975,4752.89268465471,1427.97154134848,-209.381618689458,491.17444342749,1027.27992969028,1687.86897247504,341.895515608529,502.717540321847,1463.46175273731,-1388.06722331781,412.767577233075,-178.504532250836,190.267878250126,-47.5291346637833,-19.9629576256869
"CRC.2409545",-5082351.51770024,35612.5187938629,9858.17183174138,-2156.15907736442,-1610.68861132979,3701.65743645439,6820.89984204445,-2339.92368633199,-1050.67385737563,2097.83782224518,2797.22592137946,39.859955035999,-583.17540171997,1631.01521939346,-80.3838064216623,379.641166661985,-1127.58505610792,1169.72430356133,-1304.79398585782,453.167655292185
"CRC.2410759",-5006540.09445054,-42093.686162916,-9184.92365494314,-13165.0285934634,1905.66880359335,-1135.68604776037,1435.84287033138,-1425.14648850995,12.7853693992235,741.317505261419,502.93745403309,227.027213336941,1364.1987217955,-990.840864825719,724.170115365129,183.092412801147,270.723399680494,-560.295184249941,774.579758222592,-539.502867072505
"CRC.2410966",-5072727.03885236,-23504.9877236061,-1213.5290835207,-6343.30354459761,-2324.77927555858,-1429.64587985258,590.579442901902,961.808319228703,-3865.44910307577,2698.53161510903,-4792.8433364073,332.907252007272,-1495.77604499069,798.141632859939,-196.380722528489,-380.485127246129,-769.331993750988,-462.266057666777,-1364.3039039781,597.922712730004
"CRC.2411160",-5011029.62848357,-32358.464853567,-10688.4557512621,-13233.9787808918,1780.04903280204,-171.226560035933,-1285.59967743043,-2417.56526618379,2652.98944010881,525.95567680132,-53.7453758052619,-183.4095341623,1810.62855444354,-828.656748284078,-320.904154252644,-57.1668743731355,104.279768145186,-786.531298352342,825.558799457363,-340.284533508507
"CRC.2411260",-5061085.55261855,17180.6708568774,-9098.26110524874,-13456.0180021931,3828.20884170482,736.851451269844,-252.003770979972,-670.538300997108,2760.46408195982,-149.118396352178,1223.85149585689,269.617738904537,1723.10841026985,100.274472010796,709.761148972808,-162.631795861166,526.605610503643,-488.038756253099,346.852451605667,-469.433917998498
"CRC.2411548",-5072456.14201956,29408.8788026532,-16016.3672489773,-21168.2828455466,8308.20759756068,-3016.83078027379,-4092.3305672234,-3681.49447914937,5627.99313512385,-2254.44003461458,973.438201741497,480.114515713232,1612.46101640519,1916.83251005941,-803.817395469133,479.955420468589,-234.946986093846,95.7218509481186,35.9945177917403,-283.388989859622
"CRC.2411883",-5060030.05037569,-11189.7923847165,-8143.15950809735,-8078.52292145409,1519.45911973017,-841.400186629917,-3337.50037206388,1187.2987136123,2774.21379134348,-757.01902553676,-1227.4705423787,811.43364194468,-110.148470152879,357.716209810586,-106.673220562351,-62.5355411653761,-37.3813451587155,-160.988789157364,-367.168991390979,314.809708827536
"CRC.2411896",-5071546.5007433,29035.8010934581,1095.62137873316,-4649.08986092974,3832.65648742144,1176.68230503176,-3209.12207394728,377.946092987681,2643.13227141988,-2541.59818861388,1245.13994250545,1889.87287340749,-777.615309741581,649.583826990508,-1648.12948658684,-606.109563704415,-18.8342874867676,173.79240395801,-860.821533717608,228.391163736375
"CRC.2412048",-5121307.86495174,8787.14775398408,3860.30044677848,-1963.86903197782,-3841.83226931138,1859.81026341852,979.626851625251,-3671.85433525684,3184.41620740584,1357.09400650157,161.037811329987,-1781.30914730912,1616.25342474291,-1235.87187997464,341.783887120854,178.68867100913,493.203513050588,-389.902608133982,1236.28346896,-134.597225250696
"CRC.2412064",-5083688.12859173,24057.7475826431,11157.7773275113,-528.152915245142,-1025.84409357867,1964.37555303444,560.458386110322,-4103.92227116563,4435.72710442553,-534.11741550104,1765.56215833849,-586.961703801903,-1532.7180256355,5013.3956144192,-2711.81246420985,1223.61888906081,-2093.60267063045,1057.96830686736,-1903.12665933234,1375.21246984665
"CRC.2412066",-5070856.37229158,-13473.1059583103,-19383.8642708034,-5735.06022491608,589.974113958703,-11086.5384618031,-1713.40343280512,2784.39936177871,-1574.28897149547,-2729.61353828128,-131.555882233472,-11.9933278514668,-905.695440355236,-1576.81679188776,1362.36928588267,-1492.18109075271,1353.96932808587,-583.494357255802,417.052102703539,-234.703165207549
"CRC.2412167",-5087838.7645553,53328.9363312299,-564.29652232461,-1417.60352643935,1260.21362628519,4219.2205387118,-1254.93345268288,3272.53209843298,-1385.49882699928,-15.8503912916312,536.179750278749,448.392255009496,578.694545282949,638.605704869538,-216.167515484412,-226.831449582372,-209.55134128401,931.196892373835,-1089.0230846014,792.424669322253
"CRC.2412287",-5102353.83160418,45981.7807871395,-10262.7529314394,-17821.2177101602,4927.1994069134,-8993.10077982006,5086.2411177405,-1333.18557459874,-598.580569886204,-656.494928977382,178.66727603301,2706.11129550773,-1687.87825340752,785.856814342756,740.328100103299,-1455.59476404105,192.607601822507,-223.933068455858,-1213.70218561259,-239.358402346861
"CRC.2412290",-4785103.16430872,-21283.8409633381,-7141.13988200424,28945.5781584715,-16631.5656573104,1927.90512059036,-6877.98366682715,-2595.72539489069,11669.4115930026,-5988.05544696509,-1205.31499954711,-10002.8831361303,-3688.02861543716,15848.4885443831,4641.73480944318,-7427.19784253007,6309.10190933763,-3762.5586643525,4447.45173699377,-586.711933463082
"CRC.2412788",-5069355.75557651,-3771.74627441143,-14180.8503560121,-14412.5790208495,3369.98782074359,-6646.55633145462,1894.95118293664,894.850248020367,-2061.30305479919,1066.68532517892,-1241.23036820421,791.733069660063,-413.190607330046,535.71777603334,-173.892254686249,442.149650986473,730.501227151371,-266.997767080023,178.985591436907,-230.9992777987
"CRC.2416785",-4601175.70898019,-108167.971325204,15523.3543204817,-16978.5029846192,8172.04114894129,3504.3234203487,5188.1544270709,-10177.2064172835,-14541.8870517508,256.072910702473,10374.9045856461,-1493.01220088215,-1137.74301931156,142.328162973272,1078.57473397126,-2298.14607265382,-518.890770853609,640.175344893605,-1893.1552886893,-162.455533183593
"CRC.2418060",-5085167.59988101,19628.9617185355,-6248.67755305262,-10469.5693325124,3074.14454326172,761.398044514247,-281.309347128741,558.781854199468,815.482695150888,-578.687488124846,561.892073925967,1167.0156626798,970.791526847176,-1806.80389155481,687.207397485095,-945.750795903452,854.066483583524,-475.395955427183,213.823976481923,-560.733713089917
"CRC.2418277",-5047824.51806203,-34057.2942836723,-6790.95956713389,6806.36195106705,-2860.37886443961,-1699.98477741272,-6471.81217729699,3337.9789897568,-997.348952336305,-2512.27294051482,-463.106694097889,-647.855038356,-319.185270855059,-785.120613504835,43.8548670767045,-408.673898230916,731.991751707037,-607.150950606918,278.944835833796,720.608948323731
"CRC.2418488",-5089195.14779963,13803.3081090532,-7169.58126267406,-10869.3278259376,2328.96565479545,-16.3337426220162,-1365.84216816049,-812.53416947686,2330.66803592003,-780.262850274755,-261.852035005689,836.220068884987,-807.807939083649,1021.04576390909,253.819335112112,39.1440105517499,-347.710520239432,305.695922658631,-481.054108189535,183.160838791374
"CRC.2418503",-4884213.947556,-21473.446068623,-25704.7524390365,7060.02618707174,-9155.64563618208,-10754.563315653,-959.339854358282,4468.40237944461,1032.64295356108,-904.116871448895,-4228.02600976935,-3482.05403855877,3571.34343485157,381.091810147764,2890.9396491167,3720.23925326783,-4891.40897344984,7263.5583942995,-6708.16897019889,7293.87147064888
"CRC.2418658",-5122468.55410169,37958.122546875,5577.61019823642,-701.813255696508,-3978.487585871,-1810.66467113425,5931.1786518275,-1465.452933911,1846.49799511945,639.847726232867,1918.20064171583,-108.222139811433,-469.897150494498,-1159.82708684231,1693.93046704378,-155.978248009279,-324.345274121728,921.113691975671,-481.363483527953,139.572123975152
"CRC.9299429",-5103579.4745474,9908.1912391792,5170.09878825073,-5567.23803458945,1166.68035529847,4733.62194690964,-263.896915696544,1207.89620660729,-1333.18601577809,1661.37264073032,-2256.99367415043,849.619124294399,-84.3819234100636,-832.117387265908,-786.026029976377,-350.802373089296,-209.644381803463,-108.469794961817,156.07031465735,-245.444108986985
"ESCA_KZ.17",-4847193.67650383,-17576.86849477,20868.0252836476,-1639.75988345385,-3100.45285721205,-4317.2927247549,882.067695617397,-176.428430166274,1714.79601807535,1830.02467870784,1185.37648487525,-770.617409327492,1387.64846318664,219.375778570376,-811.451479175537,-1120.77870134677,-414.376474804478,232.315572635479,-730.976622574392,-723.350354985038
"ESCA_PKU.2412110",-5097267.16166211,37528.1060716213,-1469.53434458513,-2457.207898336,1496.74277252248,3518.47244625463,-3322.16263384853,2389.09944926817,-901.819788758789,-831.1086180807,-1220.25794954211,812.920120962589,-261.987311128094,1128.72781953255,-1611.23470395922,-1619.54568477186,-615.061497579628,-127.780288278293,-1331.26146543854,468.218444868936
"ESCA_PKU.2412347",-5128981.0301348,14219.5230222086,-168.67165763458,-2832.60536096531,2199.43556985267,2134.63399053771,-3049.85474354685,3445.76890116004,-2814.26543874705,-203.246974133754,-2463.32287961866,1186.40761500842,-1482.14167947308,430.196121649821,-1072.55212081762,-899.925209188719,-425.377262736689,-225.933395231604,-449.277114266286,126.337946147203
"ESCA_PKU.2412565",-5137217.94359072,37422.2086359601,3897.32087876279,2361.9879133002,-1451.11717667408,6788.39183459701,1301.91515593106,3215.78031916472,-2998.48907712955,1118.60742746202,1015.22124219496,176.745486549305,622.334290786501,-616.198438798784,1026.03653378861,-310.341623773457,210.666539322591,322.096969887791,149.996940611582,15.560414119286
"ESCA_PKU.2412866",-5135361.60395459,38462.3188953071,3602.33829218,6069.86504650271,-4909.64934291366,4077.34242821567,1078.8179654091,4611.47918545654,-973.881147849219,1198.71792384835,-2.68862545336543,-1563.83002267251,-813.506276717928,2226.75716902528,2449.90398025256,687.992562314001,-872.919356150322,1483.7577964438,-985.943360414806,741.590183490212
"ESCA_PKU.2414413",-5115135.62033853,-7253.05926341334,-1623.52232190525,600.16018516626,-1073.60424180341,2966.37411769007,-5792.27918088938,2686.54183314661,1881.68710735639,-1442.06898436272,324.151069927856,-2192.46134384193,1501.80336563776,-367.631413202215,2275.76812183126,-287.160020704655,447.435711878284,585.299283027453,888.707135592531,-146.315207628921
"ESCA_PKU.2414433",-5119281.61678607,15205.7146912926,-514.737140761522,-866.251692661589,-256.487699612727,4098.73249301902,-3282.66190387047,573.806519632357,42.0115041253023,-401.992036195643,-340.690541674683,-306.878811800147,347.638568904055,-916.456419079802,116.42592243735,-168.96547584702,269.474663774648,293.068348870831,253.592391447088,142.27129374616
"ESCA_PKU.2414466",-5114840.60824902,8900.14983502815,-7759.26350389874,901.87302798984,-261.960953303721,3930.60985416452,-7658.14095118439,3764.80250979236,272.518763479725,-1298.48603419964,-1387.67251427673,-910.678825075336,906.663590098721,499.659311464852,110.594667749523,-623.43884437179,131.2751082689,-359.402087358955,-319.181869138072,670.625098292683
"ESCA_PKU.2414682",-5113006.36685347,28816.4819617448,7177.52352882213,17.9946977321574,-679.820539124274,5870.12275955498,83.0540873681181,3880.12548530281,-943.015272299615,1157.17631952641,-789.519844581126,69.5595264711214,175.102251259081,-269.990117720555,1647.28566662414,-1377.5696455512,-112.876829907232,22.1907123322411,-559.66329120612,-13.3917015137016
"ESCA_PKU.2414854",-5147631.73512938,39882.7550407474,20750.3992688097,10777.9961355916,-6481.71229911391,6900.57753588639,4675.13030480426,383.481349525079,-1301.14325508794,2725.98068202507,2771.76220791368,-3216.50876280513,2096.37093632549,-506.146049239546,2177.68850766023,-236.929528788564,373.1295128133,-18.180848015995,241.72637794964,148.288015286561
"ESCA_PKU.2415457",-5122508.85107746,6088.31582373595,1794.74994595649,1700.44992634898,-2158.07935227377,2769.91188713354,-2200.04497877598,1953.78991354829,1883.72682456967,229.713860024267,-1111.94671117212,-921.235544977597,443.695212633176,-141.824977345724,-20.1913890163883,72.0525365853788,-559.271063046823,17.8345258637081,-373.433489948821,914.519739365481
"ESCA_PKU.2415469",-5099887.24001761,-10107.2396123148,-8307.67711996811,5349.15332156882,-4544.600510565,3769.69393554642,-3061.61520087513,5855.56327559321,-3070.83190654326,1254.55896222487,-3749.20058760233,-1312.1786426198,1527.56026828734,-1709.13608598471,147.882223619149,-584.743781492282,532.234464317873,-373.5308047066,-145.036459764435,523.808377754022
"ESCA_PKU.2415974",-5093452.26148389,-234.190813663608,-8994.16536082308,-4815.19686004478,1472.64798210034,1729.93583137249,-6182.20009790784,4269.8185942967,1922.92686980355,-706.250076822027,-2448.26029958338,351.149156636048,322.588504270268,599.19234288506,-576.336749950908,-234.583369257437,-308.657474837529,-117.876450184478,-532.200055624,815.307660324877
"ESCA_PKU.2418551",-5121124.75271372,26085.6115810761,781.06338528975,-1360.54799614666,677.365787802136,5347.28412619772,-1752.67753257673,4591.09511176479,-610.967471499599,902.740142114681,-1268.1338256638,722.308339907602,1038.04943661808,-746.282742794895,148.675471894998,-856.156444726283,-98.0080875704416,-186.370810297663,-140.289905263832,-22.8042806699219
"ESCA_PKU.2418615",-5123577.39674226,26096.1868918259,6171.2083524918,2446.01532618943,-3700.39236795147,3607.91828163187,2190.85669980154,639.185862445373,1492.33101639342,1343.04415505695,-1498.69078957969,863.437757362642,-1175.16148754223,319.004181344637,-1159.04456773292,-315.582839701197,-1189.71310168926,446.468799830304,-1077.48898317895,522.280851067397
"ESCA_TJHH.569608",-5185619.22080356,-2581.22268669715,132.262558131371,-5111.85791447856,-3948.5167073789,3383.62450466253,-4532.29032427968,2133.08871169972,-9.12942902593628,95.08001947233,-758.087584764871,292.08396190517,7.6501837843085,-574.088721585141,87.2544839657308,-224.752130065882,-113.67106132278,-80.7603497784713,79.5137623552871,609.533635670761
"ESCA_TJHH.569799",-5040535.50221394,-215.899593564047,-10059.9770018699,-1841.75670447094,-7030.66548804017,-4897.77724668914,2604.43857253951,1053.3019253615,1192.20965058378,1027.32203378021,523.809701672377,-939.470468737773,611.418389090309,479.238929130637,3116.53236130845,786.681937419295,167.977333738968,1130.44546619561,-459.398000449069,-746.45152694662
"ESCA_UnionH.1620241",-5109548.68181122,-9759.4973670188,-1097.3627367329,6610.66221815654,-2660.84217912623,3355.01501113087,-1623.11674753827,2304.25599881741,-1095.44333335748,456.529565701104,-1408.46545130151,-603.246361143412,-590.353975441107,370.449614725613,-429.676618940315,-642.031610611457,-50.8167932968717,-1110.39630717981,-334.59954720673,534.459716439531
"ESCA_UnionH.1626151",-4777870.37852862,-59694.5772344617,-6614.89822875415,-4250.5070896701,1053.20478487376,3596.65433380726,4466.02508922603,-1920.72769676091,-2856.7934138662,2278.8429256794,3150.4853442506,-525.303250362121,1164.43423127719,896.393834764329,21.626578584374,-361.571475075036,-388.423373291442,-255.57809082984,-815.804861775609,-58.9906313990978
"ESCA_UnionH.1628973",-5183113.21995089,13231.9330488585,-3271.95032288982,-3068.1671349068,-435.277206550645,1060.24055776735,-1239.60178030546,-112.274106152569,-132.119309171745,611.393562988551,-1441.12188162039,-1024.98434012636,621.086068590555,104.776296703999,-1533.62920285784,1268.73574261727,-58.8047988404588,-603.684796981032,869.183628256757,460.368017762444
"ESCA_UnionH.1629817",-5011499.51205267,-28931.666680202,-9963.86532209056,-4651.17075386086,-959.234579102356,504.887785481069,2089.08234033717,-298.67664568552,1669.26673587861,746.114422333155,-335.12618894302,627.862454553904,-583.233396146773,96.1364229737668,568.605965534623,-646.630804339301,-291.084593913894,-56.2007413625709,-402.541888054847,92.560300513214
"ESCA_XieH.1630667",-4842060.71073872,-34040.2923913505,18510.6318171168,10354.4984904004,1085.10240694594,-2895.77042537363,-2319.62276805582,2558.18194417968,956.721667636612,-663.317019356153,555.223690283922,1222.97676138097,-154.121857190162,-611.759467358071,114.100065222005,112.250345238314,-260.485219119289,1249.57147151184,-433.415652336402,-578.950191925817
"ESCA_XieH.1630872",-5215002.02739477,74945.076086901,-2214.61068500161,-3851.56702785101,-523.389731259672,-3363.72482330445,58.06366901731,-1055.15360921188,1198.13514118293,-1759.36518805734,-326.926257470634,614.73235458251,-236.289956981531,-1372.24007826377,1152.58706458766,-115.926568742268,1035.96675505528,289.467935886531,752.096597007495,-306.179018111288
"HCC.ChQ10",-5134847.49166719,-2294.55099229795,-15914.8486221418,-7220.32630587046,-3152.47079036079,1830.48617225676,1515.90806867798,2438.80288861141,2054.48362938173,433.659439814712,1062.87970814914,560.104219602624,564.307613870897,244.20591946885,1466.56128122876,604.103308226315,-119.347567939081,629.094281543254,-43.1065923998631,-238.751001964989
"HCC.ShHW.223960",-4886255.22866147,4591.50351759984,57609.7876732843,-3115.23935037988,9852.85378684435,-5169.31405856249,-2603.27727440771,2767.76391754381,1421.34350269836,1924.97949682942,-261.962178029951,934.05869691934,190.285916765782,408.308767740235,-24.7957298845442,-482.211399904131,305.287124136138,-647.488964076338,-2.92275797419674,27.7251036776063
"HCC.ShHW.224900",-5055181.42834545,-12176.7643566128,22435.3087351993,2030.61554097993,1935.77087388737,2907.0659133722,-4131.89534649019,-6018.71276868164,-9290.7299046943,-2582.65511246242,3699.47028129501,-654.735946813873,-1783.572344481,396.394223396612,-790.719168607255,-955.837668122626,387.358859212679,40.6425274831441,-771.947854480747,-218.027950348328
"HCC.ShHW.224934",-4826250.01935016,4407.93679291468,63272.7508622694,-5674.68976330157,12133.9369374783,-4930.73608168231,-2239.36607172506,3404.34788414379,578.106607493534,2458.47110300196,-336.324055890013,65.3254580361009,-411.208530871006,61.2532133394138,-1191.40958225536,-323.876722293206,154.711438648925,-695.816523742134,320.239730289093,374.167358329544
"HCC.ShHW.224995",-5088493.3800911,2741.77345928338,30877.1646385453,11067.2155508113,-2649.12366121089,-2407.87834214573,-4765.22724415603,-3131.83084464533,-2986.37338527841,-2645.32723131523,517.447786499221,-12.7082701183834,-1074.78758806613,-926.665842558775,695.658554866055,-247.78655846045,490.887686521386,994.197187303557,-25.479187247126,48.9906920640622
"HCC.ShHW.225464",-4565949.29173052,-15198.0566738341,78237.3371468803,3550.10295681407,15867.4173107221,-6585.06246427985,406.356810545134,3843.5308516036,2634.39130623647,3653.24113081524,98.9611656244105,1223.37567067083,237.829263060357,503.647877749442,-893.33940984873,-377.345135326322,129.094027217325,-1330.1591049615,-279.229624935986,820.368994042597
"HCC.ShHW.225484",-4564838.69061335,-15385.8180858422,78227.8353391093,4216.97546417692,15933.9844968706,-7104.95838184569,-405.146238186113,3721.40236456018,2826.9222576198,3531.7404140843,-118.191187635361,903.123648464427,144.602434301198,287.13079003999,-1046.06948139567,-562.021777912335,148.175983018005,-1029.25968581603,-10.7418873531091,892.206704821893
"HCC.ShHW.351556",-4773990.71476222,-25932.7111731729,-6962.0142416195,16723.5978766014,-3570.57726464357,1906.8589889218,-3228.81572368284,614.109174182099,-5488.91586289881,-4375.00658442773,4752.24114023363,-1785.46853214603,-3166.79652129107,2829.9014102809,707.199553027844,-7893.43374152345,-68.9804059094631,-2489.31543740578,-3062.24435531436,983.629325554302
"HCC_ChQ.33630257",-4914335.3130741,-17180.7268580621,1838.8619398051,17942.9016387032,-5351.7899920428,-1798.96446381119,-338.398363953096,4502.16411308815,3532.90526513315,192.108948704811,-1149.64161522548,339.313608714134,-67.0678465139423,-1954.99496507558,362.102427132833,262.195962945177,-199.961229879921,1295.30533736261,81.3949445677536,979.32308424094
